"Порядковый номер";"Приоритет конкурса";"Подано согласие";"Сумма баллов";"Баллы за ВИ";"Баллы за ИД";"Статус";"Код поступающего";"Дата выбора конкурсной группы по Москве"
1420;6;"—";162;"70 43 49";0;"Участвуете в конкурсе";1448500;"02.07.2026 в 06:14"
1421;2;"—";162;"58 56 48";0;"На рассмотрении";1500324;"02.07.2026 в 16:50"
1422;5;"—";162;"58 43 61";0;"На рассмотрении";1574601;"03.07.2026 в 18:53"
1423;3;"Электронное";162;"58 54 46";4;"Участвуете в конкурсе";956583;"20.06.2026 в 11:23"
1424;5;"Электронное";161;"46 51 64";0;"Участвуете в конкурсе";959635;"20.06.2026 в 11:59"
1425;5;"—";161;"46 64 51";0;"На рассмотрении";1267932;"29.06.2026 в 21:53"
1426;2;"—";160;"58 48 54";0;"Участвуете в конкурсе";1172280;"27.06.2026 в 15:50"
1427;5;"—";160;"64 53 43";0;"На рассмотрении";1553128;"04.07.2026 в 19:38"
1428;4;"—";159;"52 46 61";0;"Участвуете в конкурсе";1099909;"24.06.2026 в 18:46"
1429;3;"—";158;"52 51 55";0;"Конкурсная группа исключена";1186189;"28.06.2026 в 10:22"
1430;5;"—";158;"52 48 58";0;"Участвуете в конкурсе";1188031;"28.06.2026 в 12:11"
1431;5;"—";158;"52 51 55";0;"Конкурсная группа исключена";1277721;"29.06.2026 в 21:58"
1432;3;"—";158;"34 67 57";0;"На рассмотрении";1282587;"29.06.2026 в 22:01"
1433;1;"—";158;"58 43 57";0;"На рассмотрении";1339040;"30.06.2026 в 15:45"
1434;5;"—";158;"52 49 57";0;"Участвуете в конкурсе";1349548;"30.06.2026 в 19:16"
1435;5;"—";158;"52 46 60";0;"На рассмотрении";1544317;"03.07.2026 в 16:18"
1436;1;"—";157;"40 53 64";0;"Участвуете в конкурсе";1192276;"28.06.2026 в 13:25"
1437;3;"—";157;"52 48 57";0;"Участвуете в конкурсе";1424450;"01.07.2026 в 17:21"
1438;3;"—";157;"40 54 63";0;"На рассмотрении";1582944;"03.07.2026 в 21:53"
1439;5;"—";156;"46 53 57";0;"Участвуете в конкурсе";1341544;"01.07.2026 в 19:13"
1440;5;"—";155;"74 20 61";0;"На рассмотрении";1249860;"29.06.2026 в 21:29"
1441;2;"—";155;"46 48 61";0;"Участвуете в конкурсе";1349276;"30.06.2026 в 17:56"
1442;5;"—";155;"52 54 49";0;"Участвуете в конкурсе";1378408;"01.07.2026 в 19:58"
1443;3;"—";155;"46 51 58";0;"Участвуете в конкурсе";1427399;"01.07.2026 в 18:06"
1444;2;"—";154;"52 53 49";0;"На рассмотрении";1068058;"02.07.2026 в 20:18"
1445;5;"—";154;"58 48 48";0;"Участвуете в конкурсе";1366526;"01.07.2026 в 00:16"
1446;3;"—";154;"40 62 52";0;"На рассмотрении";1493800;"02.07.2026 в 15:38"
1447;2;"—";153;"58 59 36";0;"На рассмотрении";1259844;"29.06.2026 в 21:42"
1448;2;"—";153;"52 43 58";0;"Участвуете в конкурсе";1425282;"01.07.2026 в 17:33"
1449;4;"—";152;"52 40 60";0;"На рассмотрении";1001772;"21.06.2026 в 19:59"
1450;1;"—";152;"40 64 48";0;"На рассмотрении";1191691;"28.06.2026 в 13:10"
1451;2;"—";152;"58 46 48";0;"На рассмотрении";1510163;"02.07.2026 в 19:31"
1452;4;"—";152;"58 46 48";0;"На рассмотрении";1540002;"03.07.2026 в 17:01"
1453;2;"—";150;"52 46 52";0;"На рассмотрении";1289628;"04.07.2026 в 11:47"
1454;2;"—";150;"46 62 42";0;"На рассмотрении";1605920;"04.07.2026 в 13:06"
1455;4;"Электронное";149;"40 48 61";0;"Участвуете в конкурсе";1198738;"28.06.2026 в 15:55"
1456;2;"—";149;"52 48 49";0;"На рассмотрении";1564505;"03.07.2026 в 18:08"
1457;6;"—";147;"70 20 57";0;"На рассмотрении";1130300;"25.06.2026 в 19:25"
1458;1;"—";146;"52 40 54";0;"На рассмотрении";1441549;"01.07.2026 в 22:27"
1459;2;"—";145;"46 44 55";0;"На рассмотрении";1497939;"02.07.2026 в 16:23"
1460;4;"—";145;"70 20 55";0;"На рассмотрении";1510263;"02.07.2026 в 19:33"
1461;5;"—";144;"72 72";0;"На рассмотрении";966066;"20.06.2026 в 13:34"
1462;4;"—";144;"46 48 46";4;"Участвуете в конкурсе";977625;"20.06.2026 в 17:20"
1463;3;"—";143;"46 46 51";0;"На рассмотрении";1546184;"03.07.2026 в 16:33"
1464;4;"—";142;"52 48 42";0;"Участвуете в конкурсе";1437090;"01.07.2026 в 21:40"
1465;6;"—";142;"40 48 54";0;"На рассмотрении";1509604;"02.07.2026 в 19:20"
1466;6;"—";142;"46 56 40";0;"Передано в вуз";1636566;"05.07.2026 в 13:42"
1467;5;"—";141;"52 43 46";0;"Передано в вуз";1624276;"05.07.2026 в 13:03"
1468;4;"—";140;"40 51 49";0;"На рассмотрении";1428071;"01.07.2026 в 18:17"
1469;4;"—";138;"52 43 43";0;"Передано в вуз";1632437;"05.07.2026 в 11:25"
1470;3;"—";137;"40 48 49";0;"На рассмотрении";1458716;"03.07.2026 в 09:11"
1471;4;"—";135;"46 46 43";0;"Участвуете в конкурсе";1134546;"26.06.2026 в 13:23"
1472;1;"—";133;"40 48 45";0;"Участвуете в конкурсе";1293357;"30.06.2026 в 04:23"
1473;7;"—";127;"27 59 40";1;"На рассмотрении";1102947;"24.06.2026 в 18:54"
1474;1;"—";126;"40 34 52";0;"На рассмотрении";1192287;"28.06.2026 в 13:25"
1475;3;"—";115;"27 46 42";0;"На рассмотрении";1207330;"28.06.2026 в 19:39"
1476;5;"—";110;"64 46";0;"На рассмотрении";1502801;"02.07.2026 в 17:23"
1477;2;"—";100;"48 52";0;"На рассмотрении";1179570;"27.06.2026 в 21:24"
1478;5;"—";70;"70";0;"На рассмотрении";1155728;"26.06.2026 в 19:22"
1479;1;"Электронное";69;"69";0;"На рассмотрении";972836;"20.06.2026 в 19:48"
1480;2;"—";69;"69";0;"На рассмотрении";1039459;"22.06.2026 в 19:45"
1481;2;"—";69;"17 52";0;"На рассмотрении";1526382;"03.07.2026 в 07:50"
1482;2;"—";68;"67";1;"Конкурсная группа исключена";1262767;"29.06.2026 в 21:47"
1483;3;"—";61;"61";0;"На рассмотрении";1157381;"01.07.2026 в 19:51"
1484;1;"—";61;"22 39";0;"На рассмотрении";1321491;"30.06.2026 в 13:04"
1485;1;"—";51;"51";0;"На рассмотрении";1425479;"01.07.2026 в 17:36"
1486;2;"—";48;"48";0;"На рассмотрении";1310579;"04.07.2026 в 17:33"
1487;3;"—";43;"43";0;"На рассмотрении";1248923;"29.06.2026 в 21:28"
1488;1;"—";0;"";6;"На рассмотрении";831722;"20.06.2026 в 00:22"
1489;2;"—";0;"";0;"На рассмотрении";940407;"20.06.2026 в 06:31"
1490;2;"—";0;"";0;"На рассмотрении";942438;"20.06.2026 в 07:37"
1491;3;"—";0;"";0;"Конкурсная группа исключена";944279;"20.06.2026 в 08:37"
1492;4;"—";0;"";0;"На рассмотрении";948866;"29.06.2026 в 22:08"
1493;4;"—";0;"";0;"На рассмотрении";949331;"04.07.2026 в 07:31"
1494;5;"Электронное";0;"";0;"На рассмотрении";971439;"20.06.2026 в 14:47"
1495;6;"—";0;"";0;"На рассмотрении";972872;"20.06.2026 в 15:16"
1496;8;"—";0;"";6;"На рассмотрении";976965;"20.06.2026 в 17:56"
1497;5;"—";0;"";6;"На рассмотрении";982684;"20.06.2026 в 20:35"
1498;3;"—";0;"";0;"На рассмотрении";999904;"21.06.2026 в 18:07"
1499;5;"—";0;"";0;"На рассмотрении";1006509;"03.07.2026 в 17:53"
1500;2;"—";0;"";0;"На рассмотрении";1011027;"22.06.2026 в 09:36"
1501;3;"—";0;"";0;"На рассмотрении";1014558;"22.06.2026 в 10:28"
1502;1;"Электронное";0;"";0;"На рассмотрении";1030099;"29.06.2026 в 21:10"
1503;1;"—";0;"";0;"На рассмотрении";1030938;"22.06.2026 в 15:24"
1504;2;"—";0;"";0;"На рассмотрении";1042349;"22.06.2026 в 22:06"
1505;2;"—";0;"";0;"На рассмотрении";1054353;"23.06.2026 в 11:38"
1506;1;"Электронное";0;"";0;"На рассмотрении";1055510;"23.06.2026 в 12:02"
1507;2;"Электронное";0;"";6;"На рассмотрении";1056096;"28.06.2026 в 17:08"
1508;5;"—";0;"";0;"На рассмотрении";1058264;"23.06.2026 в 21:08"
1509;5;"—";0;"";0;"На рассмотрении";1059780;"23.06.2026 в 13:26"
1510;3;"—";0;"";0;"На рассмотрении";1068115;"23.06.2026 в 16:20"
1511;3;"—";0;"";0;"Конкурсная группа исключена";1068438;"23.06.2026 в 16:29"
1512;4;"—";0;"";0;"На рассмотрении";1068470;"23.06.2026 в 16:30"
1513;5;"—";0;"";0;"На рассмотрении";1076782;"23.06.2026 в 22:33"
1514;1;"—";0;"";0;"Конкурсная группа исключена";1077440;"23.06.2026 в 23:20"
1515;3;"—";0;"";0;"На рассмотрении";1081019;"24.06.2026 в 08:26"
1516;5;"—";0;"";0;"На рассмотрении";1102803;"24.06.2026 в 18:45"
1517;4;"—";0;"";0;"На рассмотрении";1112442;"25.06.2026 в 10:07"
1518;4;"Электронное";0;"";0;"На рассмотрении";1133654;"25.06.2026 в 23:59"
1519;1;"Электронное";0;"";0;"На рассмотрении";1136375;"26.06.2026 в 08:34"
1520;6;"Электронное";0;"";0;"На рассмотрении";1137067;"26.06.2026 в 09:12"
1521;1;"—";0;"";0;"На рассмотрении";1147591;"26.06.2026 в 14:11"
1522;3;"—";0;"";0;"На рассмотрении";1153162;"26.06.2026 в 16:54"
1523;7;"Электронное";0;"";0;"На рассмотрении";1159293;"27.06.2026 в 03:57"
1524;2;"—";0;"";0;"На рассмотрении";1162570;"28.06.2026 в 14:23"
1525;6;"—";0;"";0;"На рассмотрении";1168029;"29.06.2026 в 21:57"
1526;2;"Электронное";0;"";0;"На рассмотрении";1170004;"27.06.2026 в 14:23"
1527;7;"—";0;"";0;"Передано в вуз";1177264;"05.07.2026 в 16:01"
1528;6;"—";0;"";0;"На рассмотрении";1182872;"28.06.2026 в 03:43"
1529;3;"—";0;"";0;"Передано в вуз";1191079;"05.07.2026 в 16:07"
1530;2;"Электронное";0;"";0;"На рассмотрении";1198520;"28.06.2026 в 15:50"
1531;2;"—";0;"";0;"На рассмотрении";1202538;"28.06.2026 в 17:28"
1532;1;"—";0;"";0;"На рассмотрении";1216203;"29.06.2026 в 02:38"
1533;3;"—";0;"";0;"На рассмотрении";1224121;"29.06.2026 в 21:05"
1534;3;"—";0;"";0;"На рассмотрении";1224395;"29.06.2026 в 10:02"
1535;2;"—";0;"";0;"На рассмотрении";1224468;"29.06.2026 в 10:05"
1536;5;"—";0;"";6;"На рассмотрении";1241551;"30.06.2026 в 07:22"
1537;1;"—";0;"";0;"На рассмотрении";1245864;"29.06.2026 в 21:25"
1538;1;"—";0;"";0;"На рассмотрении";1246553;"29.06.2026 в 21:25"
1539;3;"—";0;"";0;"На рассмотрении";1253672;"29.06.2026 в 21:34"
1540;4;"Электронное";0;"";0;"На рассмотрении";1259141;"29.06.2026 в 21:41"
1541;1;"Электронное";0;"";0;"На рассмотрении";1297868;"30.06.2026 в 08:25"
1542;3;"Электронное";0;"";0;"На рассмотрении";1298422;"30.06.2026 в 08:40"
1543;2;"—";0;"";0;"На рассмотрении";1328569;"30.06.2026 в 15:23"
1544;5;"—";0;"";0;"Конкурсная группа исключена";1331669;"30.06.2026 в 15:16"
1545;5;"—";0;"";6;"На рассмотрении";1332288;"30.06.2026 в 15:17"
1546;1;"—";0;"";0;"На рассмотрении";1335528;"04.07.2026 в 17:21"
1547;5;"Электронное";0;"";0;"На рассмотрении";1338069;"30.06.2026 в 15:35"
1548;3;"Электронное";0;"";0;"На рассмотрении";1338451;"30.06.2026 в 15:39"
1549;3;"—";0;"";0;"Конкурсная группа исключена";1340917;"30.06.2026 в 16:05"
1550;1;"Электронное";0;"";10;"На рассмотрении";1351521;"03.07.2026 в 09:04"
1551;3;"Электронное";0;"";6;"На рассмотрении";1373104;"01.07.2026 в 08:22"
1552;3;"—";0;"";0;"На рассмотрении";1373239;"01.07.2026 в 08:25"
1553;1;"—";0;"";0;"На рассмотрении";1386346;"01.07.2026 в 11:16"
1554;3;"—";0;"";0;"На рассмотрении";1386848;"01.07.2026 в 11:20"
1555;5;"—";0;"";0;"На рассмотрении";1397037;"01.07.2026 в 12:52"
1556;1;"—";0;"";0;"Конкурсная группа исключена";1405460;"03.07.2026 в 03:09"
1557;2;"—";0;"";0;"На рассмотрении";1409556;"01.07.2026 в 14:44"
1558;2;"Электронное";0;"";0;"На рассмотрении";1413482;"01.07.2026 в 15:19"
1559;2;"—";0;"";0;"На рассмотрении";1421985;"01.07.2026 в 16:48"
1560;6;"Электронное";0;"";0;"На рассмотрении";1427696;"01.07.2026 в 18:10"
1561;3;"—";0;"";0;"На рассмотрении";1428374;"01.07.2026 в 18:22"
1562;5;"—";0;"";0;"На рассмотрении";1432542;"01.07.2026 в 19:34"
1563;4;"Электронное";0;"";0;"На рассмотрении";1440738;"01.07.2026 в 22:10"
1564;2;"—";0;"";6;"На рассмотрении";1441944;"01.07.2026 в 22:37"
1565;3;"Электронное";0;"";0;"На рассмотрении";1441980;"01.07.2026 в 22:38"
1566;6;"—";0;"";0;"На рассмотрении";1456672;"02.07.2026 в 09:48"
1567;4;"—";0;"";0;"На рассмотрении";1463931;"02.07.2026 в 11:03"
1568;3;"Электронное";0;"";0;"На рассмотрении";1465097;"02.07.2026 в 11:14"
1569;1;"—";0;"";0;"На рассмотрении";1472157;"02.07.2026 в 12:22"
1570;3;"—";0;"";0;"На рассмотрении";1481129;"02.07.2026 в 13:41"
1571;2;"—";0;"";0;"На рассмотрении";1488011;"02.07.2026 в 14:43"
1572;1;"—";0;"";0;"На рассмотрении";1491744;"02.07.2026 в 15:18"
1573;5;"—";0;"";6;"На рассмотрении";1492351;"02.07.2026 в 15:24"
1574;2;"—";0;"";0;"На рассмотрении";1498636;"02.07.2026 в 16:31"
1575;8;"—";0;"";0;"На рассмотрении";1499057;"02.07.2026 в 16:35"
1576;1;"—";0;"";0;"На рассмотрении";1500580;"02.07.2026 в 16:53"
1577;2;"—";0;"";0;"На рассмотрении";1502112;"02.07.2026 в 17:14"
1578;2;"—";0;"";0;"На рассмотрении";1502514;"02.07.2026 в 17:20"
1579;4;"—";0;"";6;"На рассмотрении";1508458;"02.07.2026 в 18:58"
1580;2;"Электронное";0;"";6;"На рассмотрении";1513088;"02.07.2026 в 20:29"
1581;3;"—";0;"";6;"На рассмотрении";1519522;"02.07.2026 в 22:59"
1582;1;"—";0;"";0;"На рассмотрении";1531401;"03.07.2026 в 09:42"
1583;7;"—";0;"";0;"На рассмотрении";1535254;"03.07.2026 в 10:29"
1584;4;"—";0;"";6;"На рассмотрении";1536209;"03.07.2026 в 10:39"
1585;6;"—";0;"";0;"На рассмотрении";1540076;"03.07.2026 в 22:59"
1586;3;"—";0;"";0;"На рассмотрении";1541902;"03.07.2026 в 14:02"
1587;4;"—";0;"";6;"На рассмотрении";1542823;"03.07.2026 в 14:04"
1588;5;"—";0;"";0;"На рассмотрении";1544628;"03.07.2026 в 16:20"
1589;3;"Электронное";0;"";0;"На рассмотрении";1549259;"03.07.2026 в 17:01"
1590;2;"Электронное";0;"";0;"На рассмотрении";1571516;"03.07.2026 в 18:38"
1591;4;"—";0;"";0;"На рассмотрении";1571951;"03.07.2026 в 18:40"
1592;1;"—";0;"";0;"На рассмотрении";1572954;"03.07.2026 в 18:55"
1593;4;"Электронное";0;"";0;"На рассмотрении";1573461;"03.07.2026 в 18:47"
1594;5;"—";0;"";0;"На рассмотрении";1575608;"04.07.2026 в 15:08"
1595;2;"—";0;"";0;"На рассмотрении";1579478;"03.07.2026 в 20:10"
1596;2;"—";0;"";0;"На рассмотрении";1579766;"03.07.2026 в 20:18"
1597;3;"—";0;"";0;"На рассмотрении";1588869;"04.07.2026 в 07:05"
1598;1;"Электронное";0;"";0;"На рассмотрении";1591624;"04.07.2026 в 09:12"
1599;4;"—";0;"";6;"На рассмотрении";1608145;"04.07.2026 в 13:44"
1600;4;"—";0;"";0;"На рассмотрении";1620133;"04.07.2026 в 18:35"
1601;4;"—";0;"";6;"На рассмотрении";1621826;"04.07.2026 в 19:32"
1602;1;"—";0;"";0;"На рассмотрении";1623719;"04.07.2026 в 20:47"
1603;1;"—";0;"";0;"На рассмотрении";1626846;"04.07.2026 в 23:59"
1604;4;"—";0;"";0;"На рассмотрении";1627154;"04.07.2026 в 23:37"
1605;1;"—";0;"";0;"Передано в вуз";1628861;"05.07.2026 в 15:47"
1606;2;"—";0;"";0;"Передано в вуз";1637676;"05.07.2026 в 15:34"
1607;4;"—";0;"";0;"Передано в вуз";1637901;"05.07.2026 в 14:19"
1608;2;"—";0;"";0;"Передано в вуз";1639059;"05.07.2026 в 14:50"
1609;3;"—";0;"";1;"Передано в вуз";1639250;"05.07.2026 в 14:55"
1610;2;"Электронное";0;"";1;"Передано в вуз";1639682;"05.07.2026 в 15:07"
1611;4;"—";0;"";0;"Передано в вуз";1639688;"05.07.2026 в 15:07"
1612;5;"—";0;"";0;"Передано в вуз";1639823;"05.07.2026 в 15:11"
1613;7;"—";0;"";0;"Передано в вуз";1640268;"05.07.2026 в 15:23"
1614;3;"—";0;"";0;"Передано в вуз";1640598;"05.07.2026 в 15:32"
1615;4;"—";0;"";0;"Передано в вуз";1641048;"05.07.2026 в 15:44"
1616;3;"—";0;"";0;"Передано в вуз";1641283;"05.07.2026 в 15:50"
1617;3;"—";0;"";0;"Передано в вуз";1641585;"05.07.2026 в 15:58"
1618;4;"—";0;"";0;"Передано в вуз";1641812;"05.07.2026 в 16:05"
1619;6;"—";0;"";0;"Передано в вуз";1641943;"05.07.2026 в 16:08"
1620;4;"—";0;"";0;"Передано в вуз";1642112;"05.07.2026 в 16:13"
